Size_SQFT,Bedrooms,Bathrooms,Age_Years,Distance_Subway_Miles,School_Rating,House_Price_K
1478,3,2.4,57,0.24,6,280.74
2614,2,2.1,3,1.27,1,391.59
2338,2,1.7,4,3.85,5,361.22
2336,2,1.8,33,0.29,7,387.66
1844,2,1.0,15,0.69,8,351.06
2370,2,1.5,39,0.2,4,353.42
1942,4,3.6,46,1.54,2,344.22
2433,5,4.0,42,1.66,4,442.48
957,4,3.1,41,1.64,6,226.84
1839,5,4.0,2,1.17,6,398.2
3133,4,3.1,54,2.06,6,481.97
1639,2,2.1,42,0.1,1,264.42
1737,1,1.0,48,4.74,7,225.93
1831,5,3.7,41,0.38,7,389.53
1371,1,1.0,48,0.19,5,222.09
775,2,2.1,13,4.25,4,150.79
1961,5,3.3,54,2.66,3,337.26
2181,1,1.0,32,2.17,8,319.14
2068,4,3.4,27,0.17,8,403.38
2013,2,2.4,56,2.47,3,272.63
2125,4,3.1,40,1.41,5,371.56
2713,4,3.7,55,1.97,8,451.67
1985,2,1.5,55,5.73,10,266.49
1755,5,3.5,14,0.32,10,393.97
1931,3,3.6,3,1.05,6,376.28
2447,3,1.6,19,2.1,2,380.27
2947,2,3.0,52,0.85,1,418.75
1723,3,3.1,24,0.1,7,380.82
2159,1,1.0,34,0.18,2,304.95
2303,5,4.0,51,1.38,10,431.72
1504,4,2.3,57,0.5,10,323.59
2112,4,3.3,52,0.22,4,361.78
1220,2,1.7,38,0.62,6,264.52
1038,4,3.4,52,0.34,7,258.06
2320,1,1.0,56,0.1,7,350.82
1869,1,1.0,21,0.25,7,314.88
2221,2,1.7,34,3.22,4,333.01
2089,4,2.8,53,0.1,10,379.17
1514,3,3.0,53,2.23,10,311.12
2072,3,2.3,46,2.1,6,338.21
1360,5,3.9,27,1.25,3,315.54
2934,2,1.1,9,0.35,8,460.67
1286,5,2.9,15,3.16,1,268.55
1982,3,1.6,48,0.97,8,324.38
1474,3,2.5,22,0.29,5,318.57
2442,3,1.9,18,0.84,8,403.24
1901,5,4.0,0,0.33,4,411.55
1788,2,2.3,0,0.71,2,313.34
2611,1,1.1,52,1.03,4,332.03
2117,1,1.0,45,0.67,8,311.06
2409,3,2.6,57,1.61,10,402.08
1511,2,2.1,25,4.12,1,204.44
1257,2,1.7,33,0.64,5,228.71
2164,4,3.3,1,0.66,6,429.61
1908,4,2.7,27,2.01,4,354.04
2475,5,3.3,19,1.13,4,456.2
2052,4,2.7,41,0.84,4,359.67
2223,5,3.6,46,2.52,3,378.97
1125,1,1.0,26,3.33,10,201.2
3233,3,2.8,27,1.34,5,482.75
2001,2,1.0,59,0.31,6,313.48
2518,1,1.0,30,0.94,3,341.25
1598,1,1.1,46,1.05,3,242.58
2284,5,4.0,6,0.85,9,471.22
1318,3,1.8,7,0.46,2,237.65
2371,5,4.0,31,0.96,6,457.93
1886,1,1.0,10,0.89,8,314.89
2117,2,1.3,47,0.35,8,336.2
2518,4,2.8,25,3.51,1,397.52
1360,5,3.6,54,3.25,1,244.62
1689,1,1.4,24,2.14,8,285.82
2374,4,3.0,6,0.77,1,406.1
3358,4,3.2,19,0.69,3,548.6
2017,1,1.2,40,1.89,9,312.33
2454,3,1.9,56,1.41,3,367.97
2035,1,1.0,50,1.38,2,270.1
3265,2,2.3,57,0.2,1,476.3
1051,4,3.2,29,1.44,1,260.72
2156,2,1.0,55,3.48,10,279.97
1124,5,3.3,0,0.13,3,320.24
596,4,3.4,17,0.62,6,208.27
2278,3,1.7,7,1.07,7,409.66
2183,1,1.0,28,1.74,6,297.13
1929,5,3.9,39,0.14,6,398.65
2036,2,1.5,21,3.09,9,317.89
3958,5,4.0,31,0.1,4,627.2
1945,3,1.0,39,2.92,5,290.63
2406,1,1.0,13,0.1,1,346.11
1710,5,3.6,55,0.25,4,328.63
2277,2,2.2,1,2.42,10,389.49
1957,5,3.6,34,2.95,6,360.93
1853,1,1.0,6,6.05,7,259.91
3191,5,3.7,2,0.18,2,579.06
2806,2,1.2,14,1.12,10,439.9
2182,1,1.0,42,0.12,6,333.7
717,3,2.2,33,0.26,3,200.22
1883,3,3.1,21,0.29,7,356.12
3721,4,2.8,17,0.1,9,580.96
1961,5,3.4,45,3.35,4,309.53
2761,2,1.3,17,0.2,8,415.09
2965,5,3.8,58,1.49,10,527.66
2231,1,1.6,33,1.47,6,343.89
1594,4,2.6,35,0.33,3,321.74
638,2,2.7,45,9.67,3,61.37
2510,5,4.0,38,0.64,3,434.55
1611,2,1.0,46,3.53,4,258.7
2205,1,1.0,37,4.44,2,271.8
1350,4,2.0,36,4.46,5,233.56
1940,2,1.6,51,2.1,8,319.59
2120,1,1.3,17,0.44,7,358.57
2261,3,2.3,42,0.19,9,418.45
1431,2,1.9,39,1.27,3,260.25
2818,4,3.2,28,0.67,4,464.44
1741,2,2.1,11,2.67,8,312.02
1095,2,1.0,17,2.05,10,219.6
2034,1,1.2,30,0.49,3,281.9
2120,5,4.0,14,0.1,1,424.63
2196,5,4.0,58,0.41,2,401.64
2917,2,2.2,39,1.26,10,426.07
1958,4,3.1,57,0.12,10,368.14
2028,4,2.5,29,1.61,8,376.7
1438,1,1.0,35,1.67,7,236.79
2592,2,1.4,27,0.28,4,430.81
2210,2,2.4,52,1.36,8,341.94
1847,5,3.5,14,1.4,3,366.18
957,1,1.0,42,0.98,1,159.31
2966,3,2.7,32,4.59,4,412.01
1363,4,1.4,1,0.17,6,307.17
1745,4,2.5,58,0.78,6,309.83
2315,2,2.5,7,3.22,4,362.09
1382,1,1.3,47,0.73,8,234.82
1203,3,2.8,32,0.83,9,287.15
825,4,2.5,34,1.66,2,202.38
2532,1,1.5,17,1.64,3,321.87
1772,3,1.8,25,0.1,8,318.27
3856,2,1.5,47,0.91,1,506.7
1503,5,4.0,20,0.61,1,341.8
1547,4,3.4,27,1.48,7,315.5
1760,4,3.2,19,1.22,10,379.11
2245,3,2.1,51,1.58,7,369.74
1817,5,2.8,44,1.59,7,359.96
2467,1,1.0,19,0.44,5,367.38
1512,2,1.0,58,0.42,7,237.83
1271,1,1.0,3,0.69,9,242.12
1021,3,1.8,35,0.42,6,277.11
765,4,2.9,53,1.72,6,204.67
1789,4,2.7,33,1.39,3,351.29
1919,1,1.0,44,0.37,7,288.24
1721,2,1.1,12,3.23,6,297.87
2846,3,2.4,30,0.93,5,443.26
2836,2,1.6,51,0.2,3,407.74
1899,3,2.3,38,0.36,3,321.89
1023,2,1.7,6,1.16,6,217.87
1759,1,1.0,16,0.62,6,283.0
1740,5,3.2,41,2.86,5,323.13
1705,3,3.0,11,1.02,3,314.79
1681,1,1.0,56,3.7,2,199.43
1707,4,4.0,54,0.16,4,317.25
1868,4,2.9,58,1.66,4,327.5
1718,2,1.1,53,3.25,10,258.89
2224,4,3.4,29,0.52,2,416.11
2316,5,3.5,47,0.22,9,441.96
1553,3,2.4,33,0.91,3,281.52
2862,2,2.1,21,4.88,1,398.22
1511,3,2.6,20,1.51,5,285.94
1129,3,2.5,8,1.55,10,274.43
2328,1,1.1,11,1.67,3,331.06
1609,4,3.0,16,0.1,6,352.21
2292,3,2.7,15,0.88,1,368.49
657,5,3.2,4,0.12,10,292.93
2935,5,4.0,18,0.57,4,515.33
2503,4,2.9,56,2.59,1,381.16
1199,4,3.1,27,1.6,1,260.04
1212,2,1.3,16,8.13,10,170.48
3103,2,1.8,21,0.28,8,479.15
1657,2,2.0,34,0.76,10,307.68
1599,4,2.5,48,2.49,4,278.81
740,3,2.2,58,0.36,10,210.08
1889,1,1.0,14,0.25,3,309.22
1963,2,1.7,18,0.84,6,337.68
2529,1,1.0,46,0.73,10,372.78
1260,5,3.5,49,5.88,9,237.66
1187,4,3.4,25,0.91,6,293.35
2370,5,4.0,43,2.96,1,374.8
2704,2,1.6,59,3.28,8,382.29
1157,3,2.9,43,0.26,1,239.28
2748,2,1.0,55,1.88,3,391.26
2122,1,1.1,34,0.49,9,335.44
2755,2,1.7,42,0.15,4,407.34
2057,3,1.5,22,3.12,8,307.27
586,3,2.8,9,0.52,9,210.82
2008,4,3.3,21,0.64,8,385.29
2736,4,3.4,46,0.59,6,466.07
1563,3,2.1,54,0.34,9,328.54
1867,3,2.6,10,0.86,6,365.52
1994,1,1.0,54,0.84,5,300.92
500,2,1.0,25,0.79,8,149.87
3102,4,3.0,0,3.72,4,469.72
1559,1,1.1,51,0.62,3,226.2
2403,2,2.0,35,0.1,4,369.86
2047,4,3.1,52,0.29,9,373.7
2854,1,1.0,57,1.92,4,372.21
2343,5,4.0,20,1.34,7,431.36
1959,5,3.6,7,4.55,1,353.32
1563,4,2.7,19,1.78,6,312.13
2578,1,1.6,44,0.32,8,390.68
975,2,1.4,16,0.19,7,232.49
2487,2,2.0,14,1.1,5,392.06
1440,1,1.4,20,1.64,4,255.15
2851,5,3.9,0,0.27,2,488.82
2196,1,1.0,59,1.38,1,299.09
2486,5,4.0,2,3.0,1,425.52
2149,5,3.1,30,1.95,5,405.31
1048,2,1.0,55,1.64,9,200.21
1583,4,3.4,57,2.34,7,308.15
2503,3,2.0,30,0.16,2,397.66
2199,1,1.2,20,0.34,6,354.47
2808,5,3.7,22,0.1,10,546.7
2341,1,1.2,16,0.23,7,378.85
1519,4,2.6,21,3.67,8,317.56
1622,4,3.3,59,0.38,9,336.24
2161,3,2.0,55,1.63,3,314.89
711,3,2.6,21,1.76,2,173.09
3104,5,4.0,35,1.55,7,539.15
2365,3,1.8,58,1.21,8,357.28
2836,5,3.6,7,1.0,9,540.66
1151,2,1.4,46,0.82,10,230.11
2846,5,3.9,7,3.73,5,460.88
3438,3,1.1,13,0.1,9,555.18
1307,1,1.0,37,0.1,1,195.59
2562,3,2.1,23,1.02,9,429.36
2100,4,2.9,59,0.6,10,377.27
1173,3,2.4,21,0.79,5,260.28
2395,2,1.7,14,9.21,2,266.89
2600,5,3.9,19,2.24,6,469.82
1739,4,2.5,26,3.15,1,305.33
2799,5,3.6,27,0.69,7,510.2
1099,5,3.6,21,0.41,7,333.34
1203,3,2.5,30,2.19,10,294.85
2181,1,1.0,8,2.47,8,336.42
2115,4,3.1,55,1.2,1,324.17
1670,2,2.3,22,3.39,2,250.74
2585,2,1.0,4,5.13,1,342.29
2418,1,1.0,44,0.96,8,391.95
2614,1,1.0,38,0.38,8,388.23
2026,3,2.3,16,1.09,3,354.4
2461,2,1.9,39,6.84,10,320.9
1832,4,2.7,4,0.52,2,352.27
3332,1,1.2,54,1.44,9,443.16
1612,1,1.4,6,1.78,5,249.44
3363,1,1.0,7,0.36,9,534.06
2120,4,2.7,6,1.33,2,396.72
1274,2,1.8,21,0.57,6,251.82
2920,4,3.8,43,2.89,1,450.39
2175,4,2.3,37,1.88,7,357.28
2610,3,2.8,52,2.63,4,380.58
2834,1,1.0,20,0.33,7,432.72
2302,2,1.0,3,0.1,9,426.72
1744,3,1.6,31,2.85,1,269.31
2685,3,2.2,54,0.73,1,400.42
2100,5,4.0,28,0.3,7,419.04
2511,1,1.0,59,0.14,10,381.41
807,2,2.0,58,1.09,2,166.42
2368,2,1.4,29,0.24,8,367.81
1716,2,1.0,2,1.25,4,316.41
3091,1,1.0,4,1.95,7,451.3
2473,2,1.3,18,1.15,10,390.59
2243,4,4.0,7,3.51,2,377.54
2391,4,3.2,36,0.25,8,456.52
1500,1,1.0,30,1.02,6,241.62
3073,2,1.8,26,0.27,1,452.36
3294,5,4.0,12,3.13,9,534.02
2335,5,4.0,41,4.04,2,346.65
3054,5,4.0,5,0.77,4,522.16
1758,4,3.7,0,0.55,9,411.64
1621,5,4.0,29,0.49,8,369.75
2124,2,2.0,10,2.95,8,368.09
2360,2,1.3,51,1.72,4,352.24
1863,5,4.0,40,3.19,1,312.01
2422,3,2.0,30,0.19,10,452.97
2283,5,3.9,15,0.97,4,426.26
1501,3,2.1,14,1.69,3,294.63
2411,1,1.1,4,3.41,3,350.62
2618,1,1.4,14,0.72,1,379.29
2202,2,1.3,0,0.56,9,396.59
2791,4,2.3,14,3.66,3,432.65
1369,2,2.0,35,0.1,4,256.88
2380,2,2.0,59,0.98,1,325.88
1397,4,3.8,47,0.92,3,274.96
1431,2,1.9,53,0.24,1,224.81
1721,4,3.5,38,0.75,4,350.4
1534,2,1.1,54,1.92,10,235.07
1771,1,1.1,7,0.69,7,302.26
1971,3,3.3,52,0.56,10,361.42
2602,2,1.2,21,2.28,8,396.64
1907,3,1.6,26,6.73,8,282.81
1148,5,3.8,58,2.27,1,212.01
2784,2,2.0,33,2.81,6,419.35
1597,1,1.0,29,4.21,8,246.34
2064,4,3.9,11,2.43,10,418.96
2367,1,1.0,57,5.89,10,289.7
2219,3,1.5,59,2.06,8,333.34
2756,4,3.7,1,1.62,9,497.6
2387,1,1.0,45,1.77,8,345.12
1583,1,1.0,50,3.46,5,218.52
3407,1,1.5,51,1.72,1,431.16
2216,4,3.1,37,2.15,9,402.02
2011,1,1.0,21,0.37,10,338.7
2678,1,1.4,50,3.66,10,370.82
2249,3,2.3,16,0.89,10,410.75
2339,1,1.0,34,0.26,10,379.4
3595,1,1.6,51,2.41,5,441.18
1934,5,3.6,56,0.66,7,382.77
1909,4,2.7,41,0.31,7,372.76
2169,5,3.3,55,0.44,4,397.0
2742,3,2.9,44,0.1,8,441.94
1196,5,4.0,51,0.14,10,305.37
920,2,1.3,22,1.35,9,201.69
1747,4,2.3,28,3.02,4,309.07
1119,1,1.5,28,0.89,2,201.12
1845,5,3.5,56,1.48,10,358.46
2401,5,2.8,49,2.49,4,411.85
1565,1,1.0,18,0.66,2,270.06
1243,1,1.3,16,1.59,1,202.42
2141,3,2.6,7,0.65,1,375.19
2617,5,3.8,49,1.54,4,414.18
1083,5,3.5,6,0.37,9,317.81
2592,2,1.2,54,5.71,9,317.5
2590,2,2.1,10,0.12,7,423.77
2672,5,2.8,2,1.06,5,492.15
2831,2,1.0,1,0.51,6,464.2
3421,5,3.7,18,1.38,1,558.58
1886,4,2.0,27,0.84,3,343.32
2165,3,2.1,55,0.55,1,338.15
1850,2,1.0,27,0.43,10,311.4
2101,5,4.0,24,0.3,5,399.97
3019,2,1.2,10,2.29,4,435.74
1292,3,2.1,39,0.38,3,259.4
1583,4,2.7,42,2.23,6,289.96
2926,1,1.1,1,1.0,6,424.0
2712,1,1.0,11,0.11,9,424.92
1882,2,2.0,40,0.27,4,296.6
2612,5,4.0,37,3.35,9,427.84
2304,3,2.1,11,1.39,4,420.51
3000,4,2.7,49,0.31,8,512.65
2144,4,2.8,24,1.82,8,364.63
2715,4,4.0,36,2.6,2,397.02
3685,1,1.0,30,0.6,10,523.91
2458,3,2.2,53,1.22,8,372.68
2129,1,1.0,16,0.52,2,357.24
2533,2,1.8,47,0.13,8,390.88
1880,4,3.1,11,0.77,6,384.14
3532,3,3.1,29,2.09,3,509.09
2208,4,3.1,1,0.92,7,411.61
1936,1,1.0,15,0.78,6,331.71
1598,1,1.2,0,0.68,3,285.45
2758,1,1.0,51,0.92,5,378.25
2620,4,3.3,33,0.57,4,479.87
1801,3,2.1,44,1.42,6,313.47
2445,3,2.9,47,0.1,1,376.86
1194,2,2.2,0,2.47,1,249.47
2210,4,2.9,50,0.29,8,406.95
2371,2,1.1,35,1.51,8,393.95
3124,2,1.0,51,0.9,9,457.78
1637,2,1.6,2,2.23,8,258.95
1332,2,1.0,33,2.62,2,178.69
1562,1,1.0,11,0.34,5,290.86
1298,2,1.2,55,1.7,8,214.58
2901,3,2.5,57,0.32,9,467.65
3029,2,1.5,44,0.2,6,467.93
2292,1,1.0,26,4.0,4,304.0
2832,5,4.0,49,0.27,9,494.61
2180,5,3.2,36,0.39,4,405.02
2042,5,4.0,54,0.21,6,396.04
1900,4,4.0,24,0.95,5,366.26
1913,3,2.7,11,3.78,1,281.7
1171,1,1.0,50,0.46,4,184.71
2258,5,3.2,32,1.17,10,436.98
2075,1,1.2,8,0.8,3,303.51
2547,1,1.0,0,0.61,8,399.52
2156,4,3.0,55,1.27,7,363.7
2002,5,4.0,49,1.23,10,373.45
1577,2,1.0,22,0.67,1,260.58
2143,1,1.0,27,2.85,8,319.93
2542,5,3.1,2,0.1,7,485.19
1413,1,1.5,37,0.13,2,207.95
2152,4,3.8,53,7.03,10,335.65
2239,4,3.8,35,2.07,4,392.18
1669,2,2.4,55,2.44,2,242.45
1747,4,2.7,43,1.38,9,341.28
2238,5,2.8,43,0.82,8,426.31
1419,4,3.9,4,1.49,1,301.9
2309,2,2.0,54,0.15,1,323.48
1562,3,2.7,28,2.13,8,300.56
2737,1,1.0,52,1.17,5,367.04
3502,1,1.0,12,4.71,1,433.14
1583,5,3.8,43,1.52,4,333.63
2420,2,1.5,3,0.25,2,372.07
1663,2,1.1,5,0.97,9,322.65
2724,2,1.0,50,0.1,10,406.96
1340,1,1.0,37,2.05,6,197.9
2388,4,1.6,5,1.05,9,464.67
1576,1,1.0,10,0.69,1,259.7
1975,1,1.0,26,5.19,1,236.44
1481,1,1.0,53,4.24,4,154.67
2593,4,3.2,45,4.58,2,368.7
1597,3,2.1,58,0.37,1,230.75
2431,5,3.6,34,1.96,6,432.63
1893,3,2.9,39,4.36,8,288.99
2031,3,2.1,3,1.27,1,355.5
2188,1,1.0,26,0.36,10,364.92
1642,3,1.7,15,2.55,10,298.26
2226,1,1.0,17,3.18,6,326.12
3018,1,1.0,6,1.82,1,446.92
1633,5,3.8,10,0.52,8,381.68
2803,2,1.0,7,0.32,6,460.17
2998,1,1.0,58,1.47,1,344.3
1610,3,2.1,51,0.99,9,308.58
1226,5,4.0,5,1.66,1,284.81
2281,3,1.5,55,0.18,9,378.57
1771,2,2.3,47,0.22,3,299.28
3221,4,2.6,4,0.68,8,547.57
2120,2,1.5,56,0.45,8,315.05
1618,5,4.0,5,1.45,7,395.76
1411,2,1.3,37,0.69,2,212.81
2753,2,1.4,59,1.73,3,358.95
1757,5,4.0,1,2.2,5,375.64
2126,5,4.0,30,0.31,5,419.49
2673,3,2.6,38,3.79,2,382.41
1809,1,1.0,31,2.32,1,246.48
2072,4,3.0,8,1.48,5,406.78
2090,4,2.5,14,3.59,5,363.83
2509,4,2.9,20,0.46,3,415.85
2454,2,1.5,45,0.82,8,344.7
1967,5,3.7,52,0.13,6,387.2
2138,5,3.9,27,0.91,2,420.01
1876,5,4.0,44,1.06,2,333.54
1213,1,1.0,26,1.44,4,186.83
2254,5,3.4,4,0.1,6,460.47
3235,5,4.0,16,0.1,9,591.48
1569,2,2.7,36,0.82,8,313.6
1636,3,1.7,57,0.31,8,323.58
1577,4,2.7,23,2.13,2,295.85
2534,2,1.0,30,1.66,4,356.38
2369,2,1.0,34,0.59,6,356.55
2004,2,1.6,40,0.1,6,325.23
1549,4,3.3,40,0.3,10,358.74
2155,2,1.4,53,1.76,6,311.57
1161,3,2.1,3,6.93,8,224.18
2186,5,3.7,19,0.59,8,419.14
2622,3,2.0,42,2.43,7,406.31
1349,5,3.7,16,3.03,5,288.52
1180,5,4.0,45,0.1,6,307.29
3047,2,1.1,9,3.72,6,431.04
1732,2,1.4,36,0.94,3,288.82
2781,4,2.9,20,5.0,3,405.31
2007,1,1.0,20,1.16,7,320.6
2002,3,2.3,59,0.4,6,348.44
2363,4,1.8,48,5.51,5,330.47
1569,4,3.3,15,0.42,6,345.21
2179,3,1.8,32,3.21,6,351.81
1871,3,1.8,9,0.29,4,345.76
1307,5,3.7,43,1.68,5,265.53
2302,1,1.0,17,0.79,7,354.6
1942,2,2.2,32,5.36,1,221.22
2005,1,1.0,28,0.31,10,335.87
1373,1,2.1,30,0.79,6,254.48
3054,2,1.8,23,1.53,5,454.67
2626,1,1.0,59,5.7,6,325.45
2678,4,2.8,11,0.54,1,468.34
1916,4,3.1,19,0.76,4,370.56
1062,2,2.3,5,0.93,8,219.46
3271,2,2.0,7,0.44,4,511.84
2063,3,2.7,13,2.55,10,367.02
1650,3,2.1,4,0.14,8,362.37
2350,1,1.0,53,1.83,8,337.34
2800,1,1.1,35,1.15,2,390.13
2086,2,2.2,53,0.42,6,342.48
2867,1,1.0,47,1.02,7,440.09
2749,5,3.4,37,2.66,7,470.3
1454,4,2.5,2,0.88,1,283.09
1695,1,1.0,35,0.19,4,284.22
2674,1,1.0,21,0.1,7,406.49
500,3,2.1,7,2.26,6,193.5
2010,5,3.7,13,0.6,3,423.76
1241,1,1.0,6,4.02,10,230.32
1814,4,2.8,3,1.44,10,366.84
1920,1,1.6,18,0.86,1,284.86
1885,2,1.0,42,1.25,5,312.76
1768,5,4.0,46,0.92,8,399.43
1441,1,1.0,23,3.54,3,203.01
3475,5,3.3,15,0.92,5,572.87
3220,1,1.0,5,0.16,9,482.78
1402,4,3.5,43,1.36,8,285.06
3049,4,2.9,7,1.46,9,530.25
1860,5,3.8,24,2.17,5,376.46
2177,3,2.9,31,4.06,3,304.46
2062,3,1.6,24,0.88,9,386.15
1704,2,1.9,9,0.65,4,329.07
2690,3,1.9,42,1.01,1,405.55
2175,5,3.9,40,3.46,2,386.37
1814,3,2.5,57,5.87,8,267.02
1317,2,1.0,16,5.32,2,186.88
1563,1,1.0,59,0.39,6,245.96
1115,3,2.6,45,1.03,5,251.85
2107,5,3.6,2,0.45,9,459.94
1382,5,3.4,8,0.69,8,342.23
1940,2,1.6,51,0.1,1,298.23
2922,2,1.0,57,0.26,3,413.4
2819,4,2.4,59,0.76,5,437.86
2080,4,1.8,17,0.68,8,411.25
2047,4,3.2,48,0.49,7,379.82
3227,1,1.0,29,0.39,2,455.02
2412,5,4.0,4,2.07,7,469.06
1903,4,3.6,51,0.52,5,341.43
1244,5,3.6,31,1.84,6,278.76
2336,2,1.5,52,0.69,8,354.75
2597,1,1.0,26,2.43,5,360.55
1721,2,1.2,20,0.27,9,348.1
2274,5,3.0,23,0.26,1,410.77
1881,4,2.4,37,1.71,5,340.34
1989,2,1.5,2,3.7,1,305.89
607,3,2.7,15,0.23,1,179.72
1966,1,1.5,14,0.11,1,302.23
2681,5,3.6,24,4.09,5,455.27
1721,4,3.1,7,0.19,9,393.22
2131,2,2.4,40,0.43,2,324.13
1646,1,1.0,3,3.98,6,246.25
2316,4,3.1,31,2.44,5,391.2
1970,2,1.6,44,0.63,7,329.6
1536,5,4.0,55,4.64,7,303.4
2899,3,1.6,58,1.26,3,420.41
2657,3,2.6,34,0.11,6,426.58
1737,5,4.0,52,1.82,3,313.2
2398,1,1.3,29,1.16,2,343.42
2422,5,4.0,38,1.28,5,437.14
2485,2,2.0,47,7.7,4,275.58
1083,1,1.0,48,0.25,4,199.43
2703,3,2.0,29,1.6,4,383.31
1758,2,1.6,16,0.92,8,328.17
1885,4,2.6,18,0.48,1,323.92
3682,4,3.4,51,1.77,3,552.05
2281,4,2.3,30,1.65,9,403.9
1868,3,2.2,16,2.91,3,319.66
776,5,3.5,55,3.17,1,170.36
2933,1,1.0,1,1.24,5,456.3
1292,3,1.6,58,0.59,4,204.67
1497,2,1.5,36,1.13,10,295.57
1901,2,1.5,47,0.67,8,308.41
2949,4,4.0,28,0.49,9,526.36
2563,1,2.0,29,1.2,10,411.29
2005,4,2.5,53,1.61,5,318.04
2284,2,1.0,42,1.34,1,334.48
1739,2,1.0,21,4.63,4,252.29
2183,5,3.7,37,0.53,3,404.82
2144,5,4.0,10,0.7,6,441.67
2681,5,3.5,32,1.65,2,448.2
2680,4,3.3,18,1.38,5,471.25
2396,1,1.0,2,0.1,8,392.7
1882,5,3.5,39,0.56,5,385.51
2545,3,2.3,21,0.44,5,434.93
2044,5,3.7,17,2.75,8,398.22
1450,4,3.0,44,3.02,5,295.38
1858,1,1.0,29,0.5,4,295.53
2150,5,4.0,0,0.16,10,474.07
2646,1,1.4,19,0.34,9,430.81
1989,3,2.9,48,0.29,2,329.32
1374,2,1.2,4,0.41,1,271.87
2134,1,1.0,11,0.4,4,337.15
2168,5,3.5,10,0.98,10,462.7
2211,4,2.5,23,0.58,3,374.02
2651,4,3.1,57,1.23,9,416.92
2711,4,1.9,17,0.63,3,454.21
1743,4,3.4,7,2.53,3,326.52
1730,1,1.0,28,4.52,10,253.14
1475,4,2.8,55,0.78,7,261.67
2519,2,1.0,21,0.1,2,409.82
2969,3,3.2,55,0.41,8,475.95
1910,1,1.1,44,0.16,6,318.2
1955,1,1.0,1,0.63,9,325.32
2980,4,2.7,22,1.55,8,499.84
2403,4,2.5,15,1.1,4,424.34
2361,1,1.0,43,0.42,8,361.01
1385,4,3.2,7,2.19,4,299.92
2507,4,2.9,3,0.21,5,439.08
1542,4,3.3,13,0.39,10,367.79
1419,4,3.9,8,1.69,7,315.02
1891,4,2.5,10,0.33,6,370.81
1748,5,3.9,47,1.7,5,341.03
1967,5,4.0,37,5.65,2,308.31
1235,5,3.6,43,2.67,5,263.39
2675,1,1.0,50,0.26,10,419.76
2776,3,2.5,15,1.1,7,460.62
931,1,1.1,12,0.82,6,192.36
2687,5,4.0,35,7.18,6,401.42
1613,1,1.0,43,5.0,5,182.53
2614,3,1.9,35,0.2,9,444.69
2058,4,3.3,16,3.59,1,350.01
2117,2,1.0,13,0.32,4,354.51
1988,5,3.9,28,0.58,7,408.9
2827,5,3.8,57,0.65,1,462.85
1356,3,2.3,16,0.51,4,273.55
2464,4,3.0,0,2.88,6,431.81
2760,4,3.5,19,0.6,10,524.86
2529,2,1.8,32,2.55,8,381.02
3494,4,3.3,53,7.77,7,470.84
1782,3,2.0,1,2.76,9,349.54
2674,4,2.2,16,0.64,7,456.11
2036,3,2.1,22,1.86,3,345.72
2840,5,4.0,21,1.15,10,516.16
2095,5,3.8,0,2.32,4,413.09
1867,5,3.5,11,0.25,3,377.94
2883,1,1.0,12,1.52,9,442.36
1805,5,3.6,13,2.23,8,382.4
1252,3,2.3,9,2.15,10,286.98
1789,2,1.0,11,4.97,9,285.43
2471,4,3.4,56,0.1,10,436.61
2935,5,4.0,21,0.64,10,525.29
2166,1,1.8,17,0.97,2,328.97
2890,1,1.0,38,0.56,5,426.38
1285,3,2.0,18,0.56,5,281.89
1834,2,1.6,29,0.29,7,331.11
1926,5,3.7,14,2.51,4,364.18
2031,5,4.0,38,3.58,4,358.19
2150,1,1.0,13,0.13,8,348.65
2514,3,2.2,8,0.25,1,407.96
1833,1,1.0,4,0.39,6,322.46
2183,1,1.5,32,1.07,9,321.36
2072,2,1.7,47,2.35,2,315.9
1544,3,3.0,4,0.11,5,310.79
2031,2,3.0,23,1.52,10,395.52
2013,3,1.9,7,0.24,10,384.56
2000,5,4.0,18,5.33,9,358.97
2119,4,2.9,51,3.44,4,325.3
2145,4,2.7,11,4.48,9,370.28
1840,3,1.5,7,0.17,8,354.18
2863,4,4.0,7,1.0,9,515.43
1398,1,1.3,54,0.27,2,210.72
1667,5,3.6,37,1.38,10,351.52
3767,5,4.0,19,0.4,5,634.8
1477,4,2.1,57,2.21,10,307.34
1287,3,2.2,28,1.55,9,246.37
2540,1,1.0,40,1.27,5,385.45
853,3,3.0,33,2.62,4,201.24
1958,4,3.8,17,1.04,8,400.84
3387,5,4.0,0,0.47,6,587.22
1173,5,4.0,10,1.45,2,292.81
910,3,1.9,46,4.72,8,183.3
1200,2,1.9,43,1.38,5,256.26
2639,3,1.6,34,1.49,7,450.48
2774,2,1.0,50,4.09,4,330.92
1792,3,2.2,51,1.09,9,320.14
2509,2,1.8,31,8.42,2,284.48
2934,2,1.8,50,0.26,10,477.12
3172,2,1.0,41,1.16,9,467.77
1952,2,1.0,15,0.36,4,316.63
719,1,1.0,5,0.91,6,177.23
1607,2,1.1,8,0.28,5,293.35
1843,2,1.8,39,0.38,3,313.34
1944,5,3.2,21,0.36,7,440.11
1987,1,1.7,47,0.58,4,309.59
2771,2,1.7,7,0.22,1,440.62
2864,4,2.9,55,2.49,8,467.46
1996,1,1.0,31,0.37,3,307.17
2759,5,3.1,25,0.81,6,481.41
